ภาค,จังหวัด,2555,2556,2557,2558,2559,2560,2561,2562,2563,2564,2565,2566
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,8.087813393648784e-05,8.087813393648784e-05,8.087813393648784e-05,8.087813393648784e-05,8.087813393648784e-05,8.087813393648784e-05,8.087813393648784e-05,8.087813393648784e-05,8.087813393648784e-05,8.087813393648784e-05,8.087813393648784e-05,8.417876009207372e-05
ภาคกลาง,อ่างทอง,8.377922535224938e-05,8.377922535224938e-05,8.377922535224938e-05,8.377922535224938e-05,8.377922535224938e-05,8.377922535224938e-05,8.377922535224938e-05,8.377922535224938e-05,8.377922535224938e-05,8.377922535224938e-05,8.377922535224938e-05,8.222134719487284e-05
ภาคกลาง,กรุงเทพมหานคร,8.040260023347251e-05,8.040260023347251e-05,8.040260023347251e-05,8.040260023347251e-05,8.040260023347251e-05,8.040260023347251e-05,8.040260023347251e-05,8.040260023347251e-05,8.040260023347251e-05,8.040260023347251e-05,8.040260023347251e-05,8.014637779805673e-05
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,9.333811592015612e-05,9.333811592015612e-05,9.333811592015612e-05,9.333811592015612e-05,9.333811592015612e-05,9.333811592015612e-05,9.333811592015612e-05,9.333811592015612e-05,9.333811592015612e-05,9.333811592015612e-05,9.333811592015612e-05,8.677019926344285e-05
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,8.414767237363095e-05,8.414767237363095e-05,8.414767237363095e-05,8.414767237363095e-05,8.414767237363095e-05,8.414767237363095e-05,8.414767237363095e-05,8.414767237363095e-05,8.414767237363095e-05,8.414767237363095e-05,8.414767237363095e-05,8.216686404399884e-05
ภาคกลาง,ฉะเชิงเทรา,8.316613692263088e-05,8.316613692263088e-05,8.316613692263088e-05,8.316613692263088e-05,8.316613692263088e-05,8.316613692263088e-05,8.316613692263088e-05,8.316613692263088e-05,8.316613692263088e-05,8.316613692263088e-05,8.316613692263088e-05,8.316613692263088e-05
ภาคกลาง,ชัยนาท,8.188180146583411e-05,8.188180146583411e-05,8.188180146583411e-05,8.188180146583411e-05,8.188180146583411e-05,8.188180146583411e-05,8.188180146583411e-05,8.188180146583411e-05,8.188180146583411e-05,8.188180146583411e-05,8.188180146583411e-05,8.307522043456692e-05
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,8.474078330932511e-05,8.474078330932511e-05,8.474078330932511e-05,8.474078330932511e-05,8.474078330932511e-05,8.474078330932511e-05,8.474078330932511e-05,8.474078330932511e-05,8.474078330932511e-05,8.474078330932511e-05,8.474078330932511e-05,8.421024154498437e-05
ภาคกลาง,จันทบุรี,7.844461281128832e-05,7.844461281128832e-05,7.844461281128832e-05,7.844461281128832e-05,7.844461281128832e-05,7.844461281128832e-05,7.844461281128832e-05,7.844461281128832e-05,7.844461281128832e-05,7.844461281128832e-05,7.844461281128832e-05,7.844461281128832e-05
ภาคเหนือ,เชียงใหม่,7.91932710785508e-05,7.91932710785508e-05,7.91932710785508e-05,7.91932710785508e-05,7.91932710785508e-05,7.91932710785508e-05,7.91932710785508e-05,7.91932710785508e-05,7.91932710785508e-05,7.91932710785508e-05,7.91932710785508e-05,8.718073582949827e-05
ภาคเหนือ,เชียงราย,8.943521286662609e-05,8.943521286662609e-05,8.943521286662609e-05,8.943521286662609e-05,8.943521286662609e-05,8.943521286662609e-05,8.943521286662609e-05,8.943521286662609e-05,8.943521286662609e-05,8.943521286662609e-05,8.943521286662609e-05,8.809498660770677e-05
ภาคกลาง,ชลบุรี,7.719171885302763e-05,7.719171885302763e-05,7.719171885302763e-05,7.719171885302763e-05,7.719171885302763e-05,7.719171885302763e-05,7.719171885302763e-05,7.719171885302763e-05,7.719171885302763e-05,7.719171885302763e-05,7.719171885302763e-05,7.719171885302763e-05
ภาคใต้,ชุมพร,7.542330512933724e-05,7.542330512933724e-05,7.542330512933724e-05,7.542330512933724e-05,7.542330512933724e-05,7.542330512933724e-05,7.542330512933724e-05,7.542330512933724e-05,7.542330512933724e-05,7.542330512933724e-05,7.542330512933724e-05,7.528523617336742e-05
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,8.520216430295365e-05,8.520216430295365e-05,8.520216430295365e-05,8.520216430295365e-05,8.520216430295365e-05,8.520216430295365e-05,8.520216430295365e-05,8.520216430295365e-05,8.520216430295365e-05,8.520216430295365e-05,8.520216430295365e-05,8.506725372179164e-05
ภาคเหนือ,กำแพงเพชร,8.455554249062885e-05,8.455554249062885e-05,8.455554249062885e-05,8.455554249062885e-05,8.455554249062885e-05,8.455554249062885e-05,8.455554249062885e-05,8.455554249062885e-05,8.455554249062885e-05,8.455554249062885e-05,8.455554249062885e-05,8.362225835717821e-05
ภาคกลาง,กาญจนบุรี,8.179494470561076e-05,8.179494470561076e-05,8.179494470561076e-05,8.179494470561076e-05,8.179494470561076e-05,8.179494470561076e-05,8.179494470561076e-05,8.179494470561076e-05,8.179494470561076e-05,8.179494470561076e-05,8.179494470561076e-05,8.179494470561076e-05
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,8.634987625911543e-05,8.634987625911543e-05,8.634987625911543e-05,8.634987625911543e-05,8.634987625911543e-05,8.634987625911543e-05,8.634987625911543e-05,8.634987625911543e-05,8.634987625911543e-05,8.634987625911543e-05,8.634987625911543e-05,8.45492679630637e-05
ภาคใต้,กระบี่,6.829019015170299e-05,6.829019015170299e-05,6.829019015170299e-05,6.829019015170299e-05,6.829019015170299e-05,6.829019015170299e-05,6.829019015170299e-05,6.829019015170299e-05,6.829019015170299e-05,6.829019015170299e-05,6.829019015170299e-05,7.71944536371873e-05
ภาคเหนือ,ลำปาง,8.700069858991344e-05,8.700069858991344e-05,8.700069858991344e-05,8.700069858991344e-05,8.700069858991344e-05,8.700069858991344e-05,8.700069858991344e-05,8.700069858991344e-05,8.700069858991344e-05,8.700069858991344e-05,8.700069858991344e-05,8.668140449902976e-05
ภาคเหนือ,ลำพูน,8.69176679506071e-05,8.69176679506071e-05,8.69176679506071e-05,8.69176679506071e-05,8.69176679506071e-05,8.69176679506071e-05,8.69176679506071e-05,8.69176679506071e-05,8.69176679506071e-05,8.69176679506071e-05,8.69176679506071e-05,8.63775670401284e-05
ภาคตะวันออกเฉียงเหนือ,เลย,9.303553235538221e-05,9.303553235538221e-05,9.303553235538221e-05,9.303553235538221e-05,9.303553235538221e-05,9.303553235538221e-05,9.303553235538221e-05,9.303553235538221e-05,9.303553235538221e-05,9.303553235538221e-05,9.303553235538221e-05,8.550311507496834e-05
ภาคกลาง,ลพบุรี,7.868963788064097e-05,7.868963788064097e-05,7.868963788064097e-05,7.868963788064097e-05,7.868963788064097e-05,7.868963788064097e-05,7.868963788064097e-05,7.868963788064097e-05,7.868963788064097e-05,7.868963788064097e-05,7.868963788064097e-05,8.240835786435513e-05
ภาคเหนือ,แม่ฮ่องสอน,8.674946777999914e-05,8.674946777999914e-05,8.674946777999914e-05,8.674946777999914e-05,8.674946777999914e-05,8.674946777999914e-05,8.674946777999914e-05,8.674946777999914e-05,8.674946777999914e-05,8.674946777999914e-05,8.674946777999914e-05,8.732410347856548e-05
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,7.891618047822297e-05,7.891618047822297e-05,7.891618047822297e-05,7.891618047822297e-05,7.891618047822297e-05,7.891618047822297e-05,7.891618047822297e-05,7.891618047822297e-05,7.891618047822297e-05,7.891618047822297e-05,7.891618047822297e-05,8.36135721733553e-05
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,8.908750145450304e-05,8.908750145450304e-05,8.908750145450304e-05,8.908750145450304e-05,8.908750145450304e-05,8.908750145450304e-05,8.908750145450304e-05,8.908750145450304e-05,8.908750145450304e-05,8.908750145450304e-05,8.908750145450304e-05,8.469470760398146e-05
ภาคกลาง,นครนายก,8.060135570848785e-05,8.060135570848785e-05,8.060135570848785e-05,8.060135570848785e-05,8.060135570848785e-05,8.060135570848785e-05,8.060135570848785e-05,8.060135570848785e-05,8.060135570848785e-05,8.060135570848785e-05,8.060135570848785e-05,8.136102918359141e-05
ภาคกลาง,นครปฐม,8.18270029585024e-05,8.18270029585024e-05,8.18270029585024e-05,8.18270029585024e-05,8.18270029585024e-05,8.18270029585024e-05,8.18270029585024e-05,8.18270029585024e-05,8.18270029585024e-05,8.18270029585024e-05,8.18270029585024e-05,8.084568281232109e-05
ภาคตะวันออกเฉียงเหนือ,นครพนม,8.438352662489327e-05,8.438352662489327e-05,8.438352662489327e-05,8.438352662489327e-05,8.438352662489327e-05,8.438352662489327e-05,8.438352662489327e-05,8.438352662489327e-05,8.438352662489327e-05,8.438352662489327e-05,8.438352662489327e-05,8.628150545701494e-05
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,8.13263434682302e-05,8.13263434682302e-05,8.13263434682302e-05,8.13263434682302e-05,8.13263434682302e-05,8.13263434682302e-05,8.13263434682302e-05,8.13263434682302e-05,8.13263434682302e-05,8.13263434682302e-05,8.13263434682302e-05,8.228667210682255e-05
ภาคเหนือ,นครสวรรค์,8.392848891895065e-05,8.392848891895065e-05,8.392848891895065e-05,8.392848891895065e-05,8.392848891895065e-05,8.392848891895065e-05,8.392848891895065e-05,8.392848891895065e-05,8.392848891895065e-05,8.392848891895065e-05,8.392848891895065e-05,8.329889408646842e-05
ภาคใต้,นครศรีธรรมราช,7.298553543239237e-05,7.298553543239237e-05,7.298553543239237e-05,7.298553543239237e-05,7.298553543239237e-05,7.298553543239237e-05,7.298553543239237e-05,7.298553543239237e-05,7.298553543239237e-05,7.298553543239237e-05,7.298553543239237e-05,7.255979259269824e-05
ภาคเหนือ,น่าน,8.227398643434046e-05,8.227398643434046e-05,8.227398643434046e-05,8.227398643434046e-05,8.227398643434046e-05,8.227398643434046e-05,8.227398643434046e-05,8.227398643434046e-05,8.227398643434046e-05,8.227398643434046e-05,8.227398643434046e-05,8.699297903142866e-05
ภาคใต้,นราธิวาส,6.9196090455132e-05,6.9196090455132e-05,6.9196090455132e-05,6.9196090455132e-05,6.9196090455132e-05,6.9196090455132e-05,6.9196090455132e-05,6.9196090455132e-05,6.9196090455132e-05,6.9196090455132e-05,6.9196090455132e-05,6.944349547128442e-05
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,8.092438128010626e-05,8.092438128010626e-05,8.092438128010626e-05,8.092438128010626e-05,8.092438128010626e-05,8.092438128010626e-05,8.092438128010626e-05,8.092438128010626e-05,8.092438128010626e-05,8.092438128010626e-05,8.092438128010626e-05,8.595725288083844e-05
ภาคตะวันออกเฉียงเหนือ,หนองคาย,7.98028142559666e-05,7.98028142559666e-05,7.98028142559666e-05,7.98028142559666e-05,7.98028142559666e-05,7.98028142559666e-05,7.98028142559666e-05,7.98028142559666e-05,7.98028142559666e-05,7.98028142559666e-05,7.98028142559666e-05,8.634100320062459e-05
ภาคกลาง,นนทบุรี,7.889458808658767e-05,7.889458808658767e-05,7.889458808658767e-05,7.889458808658767e-05,7.889458808658767e-05,7.889458808658767e-05,7.889458808658767e-05,7.889458808658767e-05,7.889458808658767e-05,7.889458808658767e-05,7.889458808658767e-05,8.07971906931774e-05
ภาคกลาง,ปทุมธานี,8.13972584187153e-05,8.13972584187153e-05,8.13972584187153e-05,8.13972584187153e-05,8.13972584187153e-05,8.13972584187153e-05,8.13972584187153e-05,8.13972584187153e-05,8.13972584187153e-05,8.13972584187153e-05,8.13972584187153e-05,8.107721677355651e-05
ภาคใต้,ปัตตานี,6.928248691496744e-05,6.928248691496744e-05,6.928248691496744e-05,6.928248691496744e-05,6.928248691496744e-05,6.928248691496744e-05,6.928248691496744e-05,6.928248691496744e-05,6.928248691496744e-05,6.928248691496744e-05,6.928248691496744e-05,7.060385393344879e-05
ภาคใต้,พังงา,7.446263785888053e-05,7.446263785888053e-05,7.446263785888053e-05,7.446263785888053e-05,7.446263785888053e-05,7.446263785888053e-05,7.446263785888053e-05,7.446263785888053e-05,7.446263785888053e-05,7.446263785888053e-05,7.446263785888053e-05,9.809930353261772e-05
ภาคใต้,พัทลุง,6.332660436231949e-05,6.332660436231949e-05,6.332660436231949e-05,6.332660436231949e-05,6.332660436231949e-05,6.332660436231949e-05,6.332660436231949e-05,6.332660436231949e-05,6.332660436231949e-05,6.332660436231949e-05,6.332660436231949e-05,7.14088841830945e-05
ภาคเหนือ,พะเยา,9.019459186786685e-05,9.019459186786685e-05,9.019459186786685e-05,9.019459186786685e-05,9.019459186786685e-05,9.019459186786685e-05,9.019459186786685e-05,9.019459186786685e-05,9.019459186786685e-05,9.019459186786685e-05,9.019459186786685e-05,8.783860410231754e-05
ภาคเหนือ,เพชรบูรณ์,8.588722945543612e-05,8.588722945543612e-05,8.588722945543612e-05,8.588722945543612e-05,8.588722945543612e-05,8.588722945543612e-05,8.588722945543612e-05,8.588722945543612e-05,8.588722945543612e-05,8.588722945543612e-05,8.588722945543612e-05,8.366343633407655e-05
ภาคกลาง,เพชรบุรี,7.98910501748852e-05,7.98910501748852e-05,7.98910501748852e-05,7.98910501748852e-05,7.98910501748852e-05,7.98910501748852e-05,7.98910501748852e-05,7.98910501748852e-05,7.98910501748852e-05,7.98910501748852e-05,7.98910501748852e-05,7.98910501748852e-05
ภาคเหนือ,พิจิตร,8.774751791950695e-05,8.774751791950695e-05,8.774751791950695e-05,8.774751791950695e-05,8.774751791950695e-05,8.774751791950695e-05,8.774751791950695e-05,8.774751791950695e-05,8.774751791950695e-05,8.774751791950695e-05,8.774751791950695e-05,8.364191787560153e-05
ภาคเหนือ,พิษณุโลก,8.731816098822044e-05,8.731816098822044e-05,8.731816098822044e-05,8.731816098822044e-05,8.731816098822044e-05,8.731816098822044e-05,8.731816098822044e-05,8.731816098822044e-05,8.731816098822044e-05,8.731816098822044e-05,8.731816098822044e-05,8.548557754292402e-05
ภาคกลาง,พระนครศรีอยุธยา,8.144700036949931e-05,8.144700036949931e-05,8.144700036949931e-05,8.144700036949931e-05,8.144700036949931e-05,8.144700036949931e-05,8.144700036949931e-05,8.144700036949931e-05,8.144700036949931e-05,8.144700036949931e-05,8.144700036949931e-05,8.116032731383819e-05
ภาคเหนือ,แพร่,8.726005237117622e-05,8.726005237117622e-05,8.726005237117622e-05,8.726005237117622e-05,8.726005237117622e-05,8.726005237117622e-05,8.726005237117622e-05,8.726005237117622e-05,8.726005237117622e-05,8.726005237117622e-05,8.726005237117622e-05,8.651275722929123e-05
ภาคใต้,ภูเก็ต,7.140853861814227e-05,7.140853861814227e-05,7.140853861814227e-05,7.140853861814227e-05,7.140853861814227e-05,7.140853861814227e-05,7.140853861814227e-05,7.140853861814227e-05,7.140853861814227e-05,7.140853861814227e-05,7.140853861814227e-05,7.193456836855215e-05
ภาคกลาง,ปราจีนบุรี,7.634386119479871e-05,7.634386119479871e-05,7.634386119479871e-05,7.634386119479871e-05,7.634386119479871e-05,7.634386119479871e-05,7.634386119479871e-05,7.634386119479871e-05,7.634386119479871e-05,7.634386119479871e-05,7.634386119479871e-05,7.634386119479871e-05
ภาคกลาง,ประจวบคีรีขันธ์,7.693329867727356e-05,7.693329867727356e-05,7.693329867727356e-05,7.693329867727356e-05,7.693329867727356e-05,7.693329867727356e-05,7.693329867727356e-05,7.693329867727356e-05,7.693329867727356e-05,7.693329867727356e-05,7.693329867727356e-05,7.693329867727356e-05
ภาคใต้,ระนอง,7.513158533747929e-05,7.513158533747929e-05,7.513158533747929e-05,7.513158533747929e-05,7.513158533747929e-05,7.513158533747929e-05,7.513158533747929e-05,7.513158533747929e-05,7.513158533747929e-05,7.513158533747929e-05,7.513158533747929e-05,7.355969953144956e-05
ภาคกลาง,ราชบุรี,8.009210889474101e-05,8.009210889474101e-05,8.009210889474101e-05,8.009210889474101e-05,8.009210889474101e-05,8.009210889474101e-05,8.009210889474101e-05,8.009210889474101e-05,8.009210889474101e-05,8.009210889474101e-05,8.009210889474101e-05,8.009210889474101e-05
ภาคกลาง,ระยอง,7.642042403106816e-05,7.642042403106816e-05,7.642042403106816e-05,7.642042403106816e-05,7.642042403106816e-05,7.642042403106816e-05,7.642042403106816e-05,7.642042403106816e-05,7.642042403106816e-05,7.642042403106816e-05,7.642042403106816e-05,7.642042403106816e-05
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,8.863827372827318e-05,8.863827372827318e-05,8.863827372827318e-05,8.863827372827318e-05,8.863827372827318e-05,8.863827372827318e-05,8.863827372827318e-05,8.863827372827318e-05,8.863827372827318e-05,8.863827372827318e-05,8.863827372827318e-05,8.408833944604106e-05
ภาคกลาง,สระแก้ว,8.536207966290834e-05,8.536207966290834e-05,8.536207966290834e-05,8.536207966290834e-05,8.536207966290834e-05,8.536207966290834e-05,8.536207966290834e-05,8.536207966290834e-05,8.536207966290834e-05,8.536207966290834e-05,8.536207966290834e-05,8.536207966290834e-05
ภาคตะวันออกเฉียงเหนือ,สกลนคร,8.621284347977322e-05,8.621284347977322e-05,8.621284347977322e-05,8.621284347977322e-05,8.621284347977322e-05,8.621284347977322e-05,8.621284347977322e-05,8.621284347977322e-05,8.621284347977322e-05,8.621284347977322e-05,8.621284347977322e-05,8.597949620406282e-05
ภาคกลาง,สมุทรปราการ,8.492876155792105e-05,8.492876155792105e-05,8.492876155792105e-05,8.492876155792105e-05,8.492876155792105e-05,8.492876155792105e-05,8.492876155792105e-05,8.492876155792105e-05,8.492876155792105e-05,8.492876155792105e-05,8.492876155792105e-05,8.010710876031e-05
ภาคกลาง,สมุทรสาคร,8.165555567189588e-05,8.165555567189588e-05,8.165555567189588e-05,8.165555567189588e-05,8.165555567189588e-05,8.165555567189588e-05,8.165555567189588e-05,8.165555567189588e-05,8.165555567189588e-05,8.165555567189588e-05,8.165555567189588e-05,8.109370551819018e-05
ภาคกลาง,สมุทรสงคราม,8.049593722587458e-05,8.049593722587458e-05,8.049593722587458e-05,8.049593722587458e-05,8.049593722587458e-05,8.049593722587458e-05,8.049593722587458e-05,8.049593722587458e-05,8.049593722587458e-05,8.049593722587458e-05,8.049593722587458e-05,7.972379394313238e-05
ภาคกลาง,สระบุรี,8.393614612518054e-05,8.393614612518054e-05,8.393614612518054e-05,8.393614612518054e-05,8.393614612518054e-05,8.393614612518054e-05,8.393614612518054e-05,8.393614612518054e-05,8.393614612518054e-05,8.393614612518054e-05,8.393614612518054e-05,8.212879622259695e-05
ภาคใต้,สตูล,6.055945270514764e-05,6.055945270514764e-05,6.055945270514764e-05,6.055945270514764e-05,6.055945270514764e-05,6.055945270514764e-05,6.055945270514764e-05,6.055945270514764e-05,6.055945270514764e-05,6.055945270514764e-05,6.055945270514764e-05,7.375110436338876e-05
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,8.162749823835289e-05,8.162749823835289e-05,8.162749823835289e-05,8.162749823835289e-05,8.162749823835289e-05,8.162749823835289e-05,8.162749823835289e-05,8.162749823835289e-05,8.162749823835289e-05,8.162749823835289e-05,8.162749823835289e-05,8.251395070790967e-05
ภาคกลาง,สิงห์บุรี,8.250583638651798e-05,8.250583638651798e-05,8.250583638651798e-05,8.250583638651798e-05,8.250583638651798e-05,8.250583638651798e-05,8.250583638651798e-05,8.250583638651798e-05,8.250583638651798e-05,8.250583638651798e-05,8.250583638651798e-05,8.200397606786518e-05
ภาคใต้,สงขลา,6.735945297346188e-05,6.735945297346188e-05,6.735945297346188e-05,6.735945297346188e-05,6.735945297346188e-05,6.735945297346188e-05,6.735945297346188e-05,6.735945297346188e-05,6.735945297346188e-05,6.735945297346188e-05,6.735945297346188e-05,7.052062827530003e-05
ภาคเหนือ,สุโขทัย,8.425824235475884e-05,8.425824235475884e-05,8.425824235475884e-05,8.425824235475884e-05,8.425824235475884e-05,8.425824235475884e-05,8.425824235475884e-05,8.425824235475884e-05,8.425824235475884e-05,8.425824235475884e-05,8.425824235475884e-05,8.521630302434751e-05
ภาคกลาง,สุพรรณบุรี,8.056927730460367e-05,8.056927730460367e-05,8.056927730460367e-05,8.056927730460367e-05,8.056927730460367e-05,8.056927730460367e-05,8.056927730460367e-05,8.056927730460367e-05,8.056927730460367e-05,8.056927730460367e-05,8.056927730460367e-05,8.135121131353225e-05
ภาคใต้,สุราษฎร์ธานี,7.258706341899932e-05,7.258706341899932e-05,7.258706341899932e-05,7.258706341899932e-05,7.258706341899932e-05,7.258706341899932e-05,7.258706341899932e-05,7.258706341899932e-05,7.258706341899932e-05,7.258706341899932e-05,7.258706341899932e-05,7.36456599532303e-05
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,7.564257684954401e-05,7.564257684954401e-05,7.564257684954401e-05,7.564257684954401e-05,7.564257684954401e-05,7.564257684954401e-05,7.564257684954401e-05,7.564257684954401e-05,7.564257684954401e-05,7.564257684954401e-05,7.564257684954401e-05,8.243960800416823e-05
ภาคเหนือ,ตาก,8.031185259201803e-05,8.031185259201803e-05,8.031185259201803e-05,8.031185259201803e-05,8.031185259201803e-05,8.031185259201803e-05,8.031185259201803e-05,8.031185259201803e-05,8.031185259201803e-05,8.031185259201803e-05,8.031185259201803e-05,8.031185259201803e-05
ภาคใต้,ตรัง,7.459912810631121e-05,7.459912810631121e-05,7.459912810631121e-05,7.459912810631121e-05,7.459912810631121e-05,7.459912810631121e-05,7.459912810631121e-05,7.459912810631121e-05,7.459912810631121e-05,7.459912810631121e-05,7.459912810631121e-05,7.168675872924498e-05
ภาคกลาง,ตราด,7.706878822340473e-05,7.706878822340473e-05,7.706878822340473e-05,7.706878822340473e-05,7.706878822340473e-05,7.706878822340473e-05,7.706878822340473e-05,7.706878822340473e-05,7.706878822340473e-05,7.706878822340473e-05,7.706878822340473e-05,7.706878822340473e-05
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,8.388963892997708e-05,8.388963892997708e-05,8.388963892997708e-05,8.388963892997708e-05,8.388963892997708e-05,8.388963892997708e-05,8.388963892997708e-05,8.388963892997708e-05,8.388963892997708e-05,8.388963892997708e-05,8.388963892997708e-05,8.325560482183688e-05
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,9.077953647555036e-05,9.077953647555036e-05,9.077953647555036e-05,9.077953647555036e-05,9.077953647555036e-05,9.077953647555036e-05,9.077953647555036e-05,9.077953647555036e-05,9.077953647555036e-05,9.077953647555036e-05,9.077953647555036e-05,8.568721465109068e-05
ภาคเหนือ,อุทัยธานี,8.387051486286355e-05,8.387051486286355e-05,8.387051486286355e-05,8.387051486286355e-05,8.387051486286355e-05,8.387051486286355e-05,8.387051486286355e-05,8.387051486286355e-05,8.387051486286355e-05,8.387051486286355e-05,8.387051486286355e-05,8.28361533868431e-05
ภาคเหนือ,อุตรดิตถ์,8.510677784527031e-05,8.510677784527031e-05,8.510677784527031e-05,8.510677784527031e-05,8.510677784527031e-05,8.510677784527031e-05,8.510677784527031e-05,8.510677784527031e-05,8.510677784527031e-05,8.510677784527031e-05,8.510677784527031e-05,8.583418620292219e-05
ภาคใต้,ยะลา,7.015795151201314e-05,7.015795151201314e-05,7.015795151201314e-05,7.015795151201314e-05,7.015795151201314e-05,7.015795151201314e-05,7.015795151201314e-05,7.015795151201314e-05,7.015795151201314e-05,7.015795151201314e-05,7.015795151201314e-05,6.945963082675754e-05
ภาคตะวันออกเฉียงเหนือ,ยโสธร,8.479841677601115e-05,8.479841677601115e-05,8.479841677601115e-05,8.479841677601115e-05,8.479841677601115e-05,8.479841677601115e-05,8.479841677601115e-05,8.479841677601115e-05,8.479841677601115e-05,8.479841677601115e-05,8.479841677601115e-05,8.416680915466171e-05
