เขต,1/10/2553,1/11/2553,1/12/2553,1/1/2554,1/2/2554,1/3/2554,1/4/2554,1/5/2554,1/6/2554,1/7/2554,1/8/2554,1/9/2554,1/10/2554,1/11/2554,1/12/2554,1/1/2555,1/2/2555,1/3/2555,1/4/2555,1/5/2555,1/6/2555,1/7/2555,1/8/2555,1/9/2555,1/10/2555,1/11/2555,1/12/2555,1/1/2556,1/2/2556,1/3/2556,1/4/2556,1/5/2556,1/6/2556,1/7/2556,1/8/2556,1/9/2556,1/10/2556,1/11/2556,1/12/2556,1/1/2557,1/2/2557,1/3/2557,1/4/2557,1/5/2557,1/6/2557,1/7/2557,1/8/2557,1/9/2557,1/10/2557,1/11/2557,1/12/2557,1/1/2558,1/2/2558,1/3/2558,1/4/2558,1/5/2558,1/6/2558,1/7/2558,1/8/2558,1/9/2558,1/10/2558,1/11/2558,1/12/2558,1/1/2559,1/2/2559,1/3/2559,1/4/2559,1/5/2559,1/6/2559,1/7/2559,1/8/2559,1/9/2559,1/10/2559,1/11/2559,1/12/2559,1/1/2560,1/2/2560,1/3/2560,1/4/2560,1/5/2560,1/6/2560,1/7/2560,1/8/2560,1/9/2560,1/10/2560,1/11/2560,1/12/2560,1/1/2561,1/2/2561,1/3/2561,1/4/2561,1/5/2561,1/6/2561,1/7/2561,1/8/2561,1/9/2561,1/10/2561,1/11/2561,1/12/2561,1/1/2562,1/2/2562,1/3/2562,1/4/2562,1/5/2562,1/6/2562,1/7/2562,1/8/2562,1/9/2562,1/10/2562,1/11/2562,1/12/2562,1/1/2563,1/2/2563,1/3/2563,1/4/2563,1/5/2563,1/6/2563,1/7/2563,1/8/2563,1/9/2563,1/10/2563,1/11/2563,1/12/2563,1/1/2564,1/2/2564,1/3/2564,1/4/2564,1/5/2564,1/6/2564,1/7/2564,1/8/2564,1/9/2564,1/10/2564,1/11/2564,1/12/2564,1/1/2565,1/2/2565,1/3/2565,1/4/2565,1/5/2565,1/6/2565,1/7/2565,1/8/2565,1/9/2565
ธนบุรี,"5,115.10",4731.16 ,"4,796.34","4,830.55",4576.26 ,5036.26 ,"4,647.34","5,155.03","5,106.27","5,218.73","5,138.11","5,009.97","4,505.43","5,149.83","4,965.38","5,150.90","4,705.75","4,979.30","4,810.89","5,204.68","5,040.84","5,214.58","5,195.65","4,947.44","5,129.23","4,765.06","4,853.33","5,011.20","4,606.97",4966.45 ,4698.00 ,5008.66 ,"5,108.05","5,075.16","5,182.64","5,023.01","5,133.32","4,712.03","4,735.98","4,713.38","4,309.79",4935.98 ,4643.58 ,4907.17 ,"5,083.50","5,311.63","5,338.78","4,968.38","5,090.51","5,016.82","5,028.69","4,892.67","4,750.81",5260.15 ,4817.11 ,5127.09 ,"5,155.79","5,001.40","4,885.97","4,878.17","4,862.38","4,768.74","4,735.35","4,782.23","4,593.11",4946.49 ,4613.58 ,4704.14 ,"4,796.87","4,873.45","5,189.81","4,884.06","5,009.11","4,522.94","4,803.02","4,994.99","4,356.76",5085.60 ,4748.83 ,5254.01 ,"5,012.47","5,213.95","5,015.51","4,909.01","5,207.07","4,860.21","4,859.64","5,020.51","4,738.54",5143.32 ,4911.99 ,5277.54 ,"4,972.64","5,165.11","5,130.82","4,626.99","4,794.40","4,846.29","5,008.44","4,704.33","4,890.67","4,753.68","4,870.76","4,735.31","4,914.79","5,079.51","5,039.69","58,658.32","4,727.28","4,849.74","4,524.68","3,864.36","4,134.47","3,870.83","4,397.42","4,112.96","4,101.21","4,169.78","4,055.31","51,966.55","4,165.49","3,990.11","3,952.06","3,872.69","3,712.03","4,140.08","3,920.03","4,199.30","3,813.16","3,802.24","3,856.76","3,736.41","3,953.09","3,750.09","3,817.89","3,880.71","3,616.89","3,960.81","3,767.52","4,171.55","4,063.11","4,111.56","4,128.71","3,969.75"
บางกอกน้อย,"5,770.56",5332.82 ,"5,412.97","5,351.34",4777.25 ,5315.80 ,"5,575.27","6,168.79","6,057.96","6,028.43","6,087.27","5,880.59","6,169.85","5,919.46","6,446.85","6,093.66","5,448.87","6,046.57","5,874.94","6,154.98","5,993.07","6,066.02","6,125.69","5,965.39","6,267.08","5,885.97","5,820.34","5,844.41","5,272.01",5732.03 ,5309.21 ,5630.49 ,"5,691.48","5,745.04","5,708.00","5,610.68","5,681.58","5,384.63","5,313.76","5,438.65","5,139.06",5538.69 ,5421.27 ,5655.52 ,"5,906.90","6,241.11","6,419.72","6,170.95","6,448.48","6,043.00","6,054.38","6,018.66","5,713.46",6470.78 ,6014.68 ,6444.19 ,"6,311.51","6,179.76","6,072.43","5,964.15","6,153.85","5,725.53","5,760.51","5,896.46","5,635.64",6008.41 ,5617.75 ,5724.39 ,"5,922.02","6,090.50","6,267.48","5,983.71","6,113.34","5,511.90","5,791.14","5,846.83","5,174.48",5735.90 ,5595.93 ,6335.33 ,"6,000.72","6,253.71","6,009.77","5,920.48","6,213.54","5,103.47","4,910.06","5,030.12","4,783.33",5349.82 ,4998.14 ,5567.50 ,"5,167.26","5,132.21","5,355.15","5,067.47","4,866.54","5,017.01","5,158.47","4,773.57","5,280.52","4,957.18","5,216.77","4,926.43","5,452.96","5,357.51","5,077.72","61,321.55","4,653.09","4,715.83","4,702.72","4,179.86","4,473.39","4,249.30","4,744.37","4,781.38","4,825.76","4,797.28","4,667.86","55,836.67","4,603.63","4,340.82","4,381.75","4,275.16","4,114.46","4,690.33","4,490.84","4,538.71","4,299.05","4,426.60","4,456.68","4,461.57","4,599.52","4,346.75","4,249.48","4,232.90","4,068.59","4,427.20","4,258.67","4,828.24","4,619.50","4,632.07","4,745.97","4,726.90"
บางกอกใหญ่,"2,681.93",2503.67 ,"2,553.59","2,562.56",2471.52 ,2748.35 ,"2,504.57","2,839.31","2,778.38","2,806.28","2,818.48","2,722.55","2,559.62","2,820.87","2,888.90","2,875.73","2,636.86","2,643.36","2,556.74","2,790.00","2,750.26","2,756.20","2,705.12","2,714.11","2,786.14","2,653.87","2,675.64","2,723.22","2,476.73",2621.54 ,2474.85 ,2591.04 ,"2,798.35","2,716.63","2,697.55","2,606.47","2,689.51","2,252.43","2,380.27","2,367.93","2,232.64",2433.17 ,2345.04 ,2581.08 ,"2,620.15","2,727.70","2,708.43","2,597.97","2,754.33","2,595.20","2,536.67","2,486.64","2,460.08",2767.97 ,2558.31 ,2714.79 ,"2,756.03","2,642.85","2,495.55","2,592.73","2,696.85","2,471.74","2,525.49","2,508.02","2,271.99",2561.37 ,2400.99 ,2143.35 ,"2,330.32","2,501.97","2,433.12","2,159.45","2,052.98","2,263.12","2,178.88","2,241.35","2,073.68",2335.34 ,2229.15 ,2554.74 ,"2,159.35","2,596.16","2,566.49","2,363.44","2,507.14","2,319.97","2,249.00","2,315.59","2,205.82",2496.55 ,2297.14 ,2578.43 ,"2,430.94","2,488.32","2,443.14","2,426.53","2,267.83","2,308.17","2,424.98","2,204.07","2,454.26","2,346.67","2,462.93","2,294.53","2,353.81","2,449.26","2,344.61","28,459.58","2,149.00","2,159.64","2,185.86","1,982.81","2,154.86","2,179.79","2,368.35","2,310.19","2,266.84","2,280.68","2,268.46","26,632.59","2,253.70","2,101.63","2,129.33","2,201.14","2,074.99","2,369.93","2,258.68","2,448.98","2,255.03","2,292.74","2,373.47","2,252.88","2,292.76","2,168.03","2,103.39","2,135.61","2,045.69","2,214.39","2,073.57","2,337.26","2,249.49","2,267.45","2,259.10","2,160.71"
บางกะปิ,"8,655.10",7956.79 ,"8,316.50","8,055.81",7891.51 ,9020.07 ,"8,267.54","9,301.50","8,892.50","9,189.97","9,124.28","8,918.60","8,548.91","9,474.13","9,464.26","9,921.48","9,277.57","10,076.30","9,404.88","10,440.50","9,907.65","10,121.40","10,123.80","10,091.40","10,439.30","9,781.44","9,900.09","10,030.70","9,252.61",10149.30 ,9634.58 ,10127.20 ,"10,498.90","10,710.10","10,407.30","10,290.20","10,306.90","9,686.25","9,494.59","9,894.73","9,170.28",10179.20 ,9521.89 ,10519.70 ,"10,410.70","10,491.60","10,105.00","9,780.70","10,388.80","9,315.61","9,544.04","9,315.89","8,798.83",9907.97 ,8932.29 ,9815.66 ,"9,713.04","9,501.13","9,707.16","9,368.62","9,831.83","9,363.46","9,164.15","9,567.12","9,050.34",9858.33 ,9147.33 ,9977.88 ,"10,353.70","10,323.60","10,545.00","10,523.50","10,511.50","10,042.90","9,791.61","9,747.80","9,011.26",10505.20 ,9694.06 ,11141.80 ,"10,738.20","11,063.40","10,886.90","10,314.90","10,538.40","9,990.66","9,963.51","10,236.20","9,469.34",10744.50 ,9989.96 ,11089.70 ,"10,738.10","10,667.30","11,236.20","10,417.20","9,719.25","9,945.83","10,013.70","9,375.40","10,148.60","9,682.11","10,212.90","9,969.41","10,043.00","10,591.60","9,888.45","120,307.55","9,836.34","9,817.29","9,696.66","8,783.19","9,356.81","11,114.29","9,954.10","8,875.63","8,709.67","8,652.57","8,769.35","114,040.00","8,932.56","8,155.28","8,560.36","8,248.05","8,305.21","9,351.09","9,063.67","9,249.37","8,745.61","8,965.57","8,835.45","8,904.31","9,235.14","8,410.18","8,364.48","8,357.15","8,102.52","9,116.92","8,550.21","9,568.60","9,501.22","9,649.69","9,459.94","9,472.72"
บางขุนเทียน,"8,088.14",7108.58 ,"7,366.16","7,066.69",6916.55 ,8264.91 ,"7,386.69","8,261.98","8,277.20","8,397.34","8,301.24","8,038.23","7,305.68","8,507.21","7,932.04","7,847.31","7,454.57","8,141.91","7,757.82","8,660.35","8,304.55","8,285.02","8,534.69","8,451.65","8,779.59","8,177.28","9,911.48","7,903.44","7,178.34",7761.21 ,7940.09 ,8898.18 ,"9,440.24","9,284.41","9,044.15","8,868.47","9,013.80","8,250.37","7,824.43","7,952.77","7,501.79",8301.26 ,8176.90 ,8205.90 ,"8,384.71","9,157.76","9,192.48","8,675.17","9,122.25","8,568.90","8,403.51","8,308.04","7,990.92",8727.83 ,8425.07 ,8850.97 ,"9,365.92","9,140.52","9,549.24","9,163.73","9,754.94","9,189.22","9,214.76","8,917.72","8,686.32",9250.64 ,8675.70 ,9317.56 ,"9,184.65","9,854.89","9,882.76","9,523.81","10,284.60","9,351.26","9,573.05","9,631.11","8,661.39",9974.49 ,9455.27 ,10927.20 ,"10,478.60","10,789.00","10,688.90","10,242.00","10,956.20","9,952.36","9,832.96","9,962.17","9,489.46",10376.90 ,9947.26 ,11028.50 ,"10,484.60","10,173.40","10,584.30","9,730.34","9,775.63","10,079.50","10,096.00","9,462.52","10,156.90","9,647.39","10,121.80","10,161.00","9,851.65","10,402.90","10,495.30","120,700.09","9,666.44","9,849.65","9,205.07","8,138.16","8,817.39","8,503.65","9,247.98","9,379.93","9,129.49","9,008.68","9,113.64","110,655.75","9,582.79","8,560.98","8,542.10","8,276.57","8,298.85","9,216.08","9,098.71","9,867.70","9,270.18","9,336.94","9,360.55","9,340.93","9,667.04","8,925.49","8,706.52","8,777.19","8,549.55","9,145.12","8,764.83","9,663.18","9,874.97","9,656.94","9,679.11","9,565.46"
บางเขน,"7,350.89",6739.53 ,"6,840.33","6,550.89",6473.35 ,7426.73 ,"6,884.03","7,942.30","7,642.20","7,771.77","7,878.16","7,169.53","4,128.94","7,169.00","10,239.10","8,251.92","7,195.39","7,431.21","7,095.21","8,008.54","7,868.70","7,900.57","7,884.77","7,714.25","8,014.76","7,228.41","7,415.41","7,488.81","6,938.17",7584.97 ,7550.91 ,8046.55 ,"8,267.33","8,294.56","8,179.37","7,969.95","8,199.26","7,464.79","7,247.87","7,440.09","7,020.04",7683.82 ,7471.95 ,8392.60 ,"8,261.45","8,691.58","8,652.65","8,025.67","8,252.48","7,689.71","7,963.85","7,904.07","7,618.09",8465.20 ,7856.02 ,8516.73 ,"8,507.08","8,714.04","8,868.07","8,360.36","8,759.79","7,745.25","7,862.09","8,142.83","7,825.47",8461.12 ,7812.04 ,8675.17 ,"9,208.03","9,222.83","9,249.71","9,101.83","9,244.45","8,720.94","8,532.06","8,594.38","7,765.63",9228.94 ,8460.87 ,10005.80 ,"9,602.10","9,930.33","9,854.83","9,400.83","9,626.36","8,959.74","8,888.39","9,268.81","8,517.92",9668.08 ,8955.44 ,10302.50 ,"9,622.26","9,910.42","9,886.74","9,348.17","8,806.04","8,932.58","9,109.41","8,495.05","9,092.85","8,705.75","9,211.88","9,044.45","9,296.91","9,521.47","8,888.60","108,841.16","8,466.75","7,734.06","7,598.58","6,207.55","6,635.46","7,142.06","7,823.21","7,777.32","7,844.37","7,516.50","7,285.41","90,930.47","7,577.41","6,896.85","7,095.61","6,948.12","6,687.76","7,720.77","7,510.83","7,593.17","7,163.22","7,308.26","7,525.23","7,392.47","7,300.30","6,928.92","6,830.45","6,882.69","6,845.34","7,507.06","7,207.12","8,122.94","7,919.30","7,843.23","7,977.06","8,219.76"
บางคอแหลม,"3,888.10",3646.20 ,"3,657.74","3,276.30",3530.01 ,4005.95 ,"3,632.10","4,057.53","4,098.24","4,059.28","3,973.01","3,916.86","3,663.84","4,014.69","3,711.45","3,841.81","3,726.98","3,948.66","3,930.40","4,272.51","4,153.15","4,123.82","4,114.14","4,285.21","4,331.53","4,096.89","4,048.48","4,102.05","3,797.79",4178.68 ,3882.30 ,4161.41 ,"4,450.85","4,369.21","4,535.69","4,444.84","4,354.48","3,996.94","3,806.41","3,899.49","3,621.54",3999.54 ,3947.05 ,4189.17 ,"4,335.12","4,427.37","4,588.23","4,221.73","4,236.35","4,196.89","4,325.89","4,001.32","4,084.44",4432.63 ,4039.37 ,4342.49 ,"4,485.88","4,218.43","4,307.57","4,126.39","4,226.47","4,052.32","3,971.84","3,877.94","3,798.24",4297.46 ,3982.03 ,4303.93 ,"4,457.82","4,326.94","4,684.78","4,232.94","4,159.07","3,885.47","4,154.85","4,194.91","3,834.75",4251.07 ,4144.04 ,4638.46 ,"4,257.02","4,512.06","4,420.46","4,256.60","4,324.86","4,057.93","4,056.85","4,091.96","3,981.58",4305.64 ,4047.56 ,4449.02 ,"4,247.16","4,190.77","4,360.87","3,928.00","4,102.72","4,172.78","4,257.20","3,962.19","4,116.66","3,896.05","3,975.78","3,878.81","4,059.12","4,364.24","4,253.34","49,335.11","3,932.37","4,016.14","3,793.31","3,263.23","3,519.01","3,391.58","3,692.46","3,613.72","3,569.67","3,514.35","3,500.23","44,070.22","3,545.64","3,347.16","3,570.39","3,443.02","3,309.86","3,575.80","3,399.06","3,576.00","3,365.50","3,370.07","3,347.11","3,329.42","3,303.49","3,233.01","3,158.14","3,173.79","3,102.11","3,308.54","3,118.53","3,470.98","3,453.75","3,458.73","3,484.79","3,388.42"
บางแค,"8,068.34",7303.22 ,"7,778.40","7,343.11",7013.03 ,7976.76 ,"7,459.13","8,277.10","8,296.21","8,284.14","8,484.09","8,039.13","3,929.97","8,249.87","11,706.50","8,811.47","7,691.91","8,048.54","7,524.24","8,329.38","8,168.76","8,060.82","8,183.41","8,023.74","8,469.39","8,044.94","7,727.72","7,947.36","7,740.80",7763.69 ,7652.51 ,8190.09 ,"8,432.80","8,370.08","8,411.99","7,980.13","8,577.46","7,553.09","7,654.86","7,727.98","7,248.83",7774.51 ,7478.79 ,7889.07 ,"8,110.06","8,989.86","8,659.69","8,195.69","8,892.56","8,058.68","8,115.83","7,793.57","7,675.56",8517.47 ,8100.94 ,8627.39 ,"8,587.96","8,434.54","8,174.65","8,166.13","8,807.05","8,239.60","8,182.48","7,803.60","7,809.16",8319.44 ,7786.67 ,8142.03 ,"8,352.24","8,635.94","8,909.06","8,469.39","8,811.40","8,185.55","8,493.09","8,685.50","7,581.64",8857.83 ,8433.49 ,9595.80 ,"9,199.16","9,448.56","9,062.24","8,779.88","9,491.53","8,502.87","8,447.18","8,568.47","8,200.77",8911.03 ,8297.84 ,9489.45 ,"8,857.47","8,599.92","8,992.11","8,220.52","8,271.00","8,461.22","8,439.33","8,029.25","8,421.38","8,346.44","8,778.77","8,414.27","8,291.60","8,919.08","8,778.99","102,122.26","8,261.27","8,469.28","7,990.71","7,003.64","7,599.81","7,545.67","8,197.18","8,421.72","8,190.25","8,074.30","8,169.01","97,191.76","8,253.39","7,541.83","7,615.47","7,456.67","7,216.02","7,701.47","7,787.78","8,329.60","7,840.03","8,106.63","8,137.11","8,175.36","8,427.31","7,725.89","7,581.08","7,612.50","7,431.10","7,865.15","7,490.80","8,275.53","8,243.78","8,169.91","8,353.57","8,093.89"
บางซื่อ,"5,071.92",4550.24 ,"4,645.04","4,426.96",4363.88 ,5001.00 ,"4,476.02","5,175.57","5,060.82","5,064.00","5,140.54","4,795.47","4,927.64","4,849.54","5,093.69","5,094.91","4,758.79","4,972.52","4,746.49","5,262.58","5,119.99","5,124.50","5,217.18","5,127.54","5,181.03","4,745.41","4,888.50","4,941.31","4,606.90",4837.30 ,4563.23 ,4886.11 ,"4,993.99","4,969.19","4,981.23","4,943.35","4,967.88","4,457.88","4,334.80","4,417.45","4,145.34",4553.02 ,4358.89 ,4834.21 ,"4,873.04","5,015.96","5,066.71","4,591.74","4,672.47","4,462.28","4,632.96","4,568.22","4,530.29",5059.31 ,4612.97 ,5202.29 ,"5,062.28","5,153.98","5,191.20","4,821.28","5,125.67","4,504.95","4,534.34","4,813.90","4,560.08",4978.42 ,4568.52 ,5139.49 ,"5,372.04","5,310.54","5,244.75","5,287.91","5,422.80","5,107.92","4,944.86","4,959.70","4,472.32",5433.47 ,4917.78 ,5683.47 ,"5,178.96","5,353.50","5,171.75","5,038.29","5,192.49","4,854.27","4,804.83","4,988.86","4,683.62",5035.64 ,4861.20 ,5603.50 ,"5,091.98","5,067.82","5,325.65","4,859.69","4,781.67","4,998.15","5,088.99","4,699.89","4,984.61","4,924.51","5,282.04","5,254.92","5,311.78","5,644.41","5,243.45","61,314.13","4,882.36","4,842.44","4,554.07","4,006.40","4,369.34","4,298.86","4,710.19","4,439.00","4,615.36","4,525.03","4,502.32","55,035.41","4,462.72","4,257.05","4,212.16","4,150.78","4,010.37","4,599.12","4,406.74","4,782.27","4,343.08","4,461.03","4,460.59","4,389.45","4,401.88","4,126.17","4,070.85","4,139.93","4,001.40","4,378.49","4,179.66","4,606.71","4,538.84","4,480.91","4,532.17","4,487.30"
บางนา,"5,754.99",5448.89 ,"5,579.79","5,461.56",5193.86 ,5937.59 ,"5,518.06","6,313.66","6,076.91","5,995.68","6,116.51","5,894.78","5,400.20","6,098.41","6,152.99","5,961.11","5,853.18","6,210.48","5,779.55","6,429.10","6,241.19","6,396.06","6,331.01","6,407.79","6,789.23","6,429.74","6,300.97","6,435.31","5,877.94",6686.10 ,6099.96 ,6890.38 ,"6,785.29","6,873.17","6,649.90","6,889.50","6,754.33","6,620.22","6,308.95","6,495.24","6,084.76",6755.98 ,6417.25 ,7108.22 ,"7,446.67","6,873.29","6,959.93","6,603.23","7,244.10","6,557.36","6,581.02","6,431.15","6,039.81",7006.25 ,6318.44 ,6829.15 ,"6,934.61","6,789.83","7,567.95","6,524.57","6,598.16","6,407.63","6,445.80","4,650.53","6,150.28",6569.57 ,5861.87 ,6564.37 ,"6,835.43","6,844.08","7,455.36","7,117.25","6,913.47","6,572.41","6,592.32","6,445.17","5,972.22",6967.11 ,6466.71 ,7214.94 ,"7,040.54","7,071.28","7,154.23","6,761.70","7,069.26","6,823.96","6,678.06","6,823.32","6,483.23",7145.44 ,6600.62 ,7384.71 ,"7,153.92","6,842.68","6,890.88","6,460.68","6,456.39","6,502.74","6,538.22","6,081.57","6,492.86","6,239.46","6,816.52","6,606.49","6,765.09","6,854.02","6,661.67","78,781.04","6,374.13","6,558.76","6,678.40","6,302.97","6,673.47","6,805.60","6,422.82","6,001.94","5,474.83","5,498.69","5,417.75","75,065.87","5,529.15","5,080.20","5,191.03","4,971.47","5,051.09","5,828.78","5,321.52","5,680.47","5,425.05","5,421.97","5,309.22","5,312.11","5,372.49","5,153.74","5,273.04","5,277.94","5,233.55","5,910.24","5,734.85","6,278.74","6,132.02","6,286.90","6,375.36","6,061.79"
บางบอน,"6,034.11",5254.96 ,"5,417.49","5,245.56",5056.17 ,5887.60 ,"5,306.58","6,100.59","6,076.49","6,169.51","6,067.53","5,714.95","4,468.36","6,055.45","6,035.26","5,916.40","5,439.27","5,979.21","5,594.33","6,023.30","5,975.16","6,080.77","6,103.08","6,287.77","6,504.94","6,127.37","5,952.62","6,007.99","5,689.51",6146.51 ,5773.05 ,6364.33 ,"6,681.06","6,621.77","6,514.94","6,559.79","6,731.88","5,998.19","5,634.42","5,809.07","5,415.35",6154.88 ,5788.94 ,6433.54 ,"6,491.41","6,876.54","6,948.17","6,547.21","6,988.97","6,487.14","6,312.87","6,019.09","5,881.47",6609.61 ,6097.91 ,6548.27 ,"6,761.50","6,523.98","6,422.57","6,435.02","6,699.73","6,368.17","6,190.90","6,030.23","5,916.39",6278.89 ,5795.67 ,6209.33 ,"6,252.12","6,570.74","6,773.29","6,452.62","6,902.20","6,260.61","6,500.33","6,507.42","5,723.04",6609.06 ,6224.33 ,7335.15 ,"6,855.68","7,226.41","6,794.07","6,791.10","7,226.66","6,643.54","6,550.71","6,727.19","6,465.61",7022.24 ,6597.85 ,7399.51 ,"7,033.23","6,890.97","7,042.18","6,412.67","6,520.07","6,650.65","6,591.54","6,265.50","6,622.37","6,283.40","6,562.54","6,557.55","6,554.83","6,899.00","6,987.63","79,442.63","6,411.17","8,511.81","8,184.53","6,969.01","6,756.43","5,734.35","6,208.19","6,257.49","6,041.49","6,071.01","6,216.75","80,578.68","6,351.41","5,728.06","5,751.98","5,564.74","5,534.29","6,135.14","5,992.29","6,603.44","6,059.02","5,818.76","6,119.80","6,071.75","6,278.61","5,770.20","5,614.39","5,653.59","5,609.61","6,028.78","5,728.85","6,469.06","6,525.23","6,293.80","6,160.72","6,024.60"
บางพลัด,"4,403.46",4041.56 ,"4,213.37","4,077.43",3938.96 ,4548.03 ,"4,110.10","4,649.06","4,489.91","4,635.73","4,628.55","4,380.79","3,731.83","3,779.24","6,115.39","4,948.16","4,278.68","4,515.21","4,279.90","4,621.41","4,482.75","4,592.66","4,549.01","4,681.24","4,592.66","4,348.64","4,286.27","4,338.59","4,021.84",4385.50 ,4154.08 ,4337.28 ,"4,488.56","4,463.36","4,464.25","4,421.47","4,406.68","4,156.60","4,038.95","4,083.41","3,885.20",4442.44 ,4371.22 ,4565.20 ,"4,637.39","4,875.96","4,966.70","4,592.80","4,743.88","4,432.07","4,490.16","4,378.53","4,333.68",5015.19 ,4620.35 ,4867.68 ,"4,824.61","4,611.40","4,618.03","4,554.47","4,518.56","4,564.51","4,563.73","4,510.39","4,259.71",4702.01 ,4385.59 ,4611.55 ,"4,607.20","4,739.32","4,787.94","4,810.36","4,820.71","4,418.83","4,561.85","4,753.26","4,081.94",4751.30 ,4343.31 ,5217.31 ,"4,844.50","5,064.11","4,831.85","4,774.64","5,088.45","4,646.63","4,608.15","4,739.01","4,477.70",4869.60 ,4704.84 ,5200.05 ,"4,804.50","4,678.53","4,957.82","4,489.09","4,554.90","4,729.26","4,701.49","4,434.15","4,660.14","4,535.81","4,839.86","4,738.66","4,682.97","5,097.33","4,876.67","56,684.32","4,493.14","4,563.00","4,227.35","3,719.54","3,972.41","3,726.71","4,106.31","3,980.29","4,062.71","4,054.39","4,016.94","49,810.83","3,945.26","3,776.55","3,764.11","3,637.24","3,495.10","3,995.45","3,804.35","3,996.75","3,696.14","3,847.73","3,874.22","3,785.63","3,910.29","3,765.53","3,687.13","3,631.90","3,451.84","3,883.41","3,596.14","3,971.72","3,788.17","3,798.72","3,751.58","3,749.74"
บางรัก,"4,719.84",4570.85 ,"4,537.05","4,634.93",4365.03 ,4772.68 ,"4,085.08","4,566.90","4,948.45","4,749.06","4,868.40","4,866.94","4,651.02","4,690.90","5,263.76","4,906.47","4,720.87","5,017.18","4,576.68","4,957.86","4,840.80","5,031.51","4,952.85","4,911.30","5,234.85","5,139.87","5,051.27","5,198.13","4,843.93",5277.22 ,4827.94 ,5068.10 ,"5,194.85","5,228.79","5,196.48","5,050.88","5,087.07","4,936.31","4,858.12","4,968.86","4,528.65",5045.65 ,4758.57 ,4928.54 ,"4,765.84","4,976.06","5,105.84","4,929.08","5,197.44","5,050.15","5,181.89","5,201.32","4,882.49",5409.25 ,4953.03 ,5304.85 ,"5,315.83","5,352.57","5,282.62","5,201.94","5,296.17","4,804.18","4,742.50","5,149.40","4,630.88",4882.34 ,3946.21 ,4649.39 ,"4,993.21","4,927.74","5,258.95","5,005.83","5,129.83","4,813.42","5,134.12","5,194.28","4,672.87",5374.10 ,4857.59 ,5247.57 ,"5,318.86","5,357.83","5,399.61","5,212.68","5,159.71","4,703.67","4,474.39","4,690.24","4,534.55",4948.09 ,4352.92 ,4897.93 ,"4,851.46","4,683.80","4,906.34","4,778.97","4,625.97","4,689.73","4,732.30","4,392.21","4,875.85","4,276.31","4,535.60","4,439.58","4,759.49","4,964.24","4,728.80","55,692.28","4,608.62","4,660.53","4,783.13","4,305.88","3,968.02","2,708.68","2,966.23","3,244.65","3,423.35","3,518.64","3,462.84","46,522.42","3,547.10","3,464.73","3,451.03","2,990.31","3,034.26","3,532.90","2,938.96","2,633.11","2,600.83","2,391.47","2,328.84","2,463.33","2,665.00","2,800.42","2,969.37","2,866.11","2,727.93","3,036.86","2,828.28","3,248.14","3,448.77","3,482.97","3,613.99","3,667.53"
